Campo;Fuente1;Fuente2;Fuente3;Fuente4;Fuente5;Fuente6
campovx_03_vector;675;;;;;
campovx_11_fuente;F18XX y F19XX;;;;;
campovx_03_vector;676;;;;;
campovx_11_fuente;Vector RentaAT-1;;;;;
campovx_03_vector;677;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;678;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;679;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;680;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;681;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;682;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;683;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;694;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;702;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;703;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;715;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;718;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;725;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;727;;;;;
campovx_11_fuente;Declaración Jurada sobre Nomina Sence (F4500);;;;;
campovx_03_vector;731;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;733;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;734;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;740;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;742;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;761;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;762;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;765;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;768;;;;;
campovx_11_fuente;Nómina DGC;;;;;
campovx_03_vector;769;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;770;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;771;;;;;
campovx_11_fuente;F1879;;;;;
campovx_03_vector;772;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;778;;;;;
campovx_11_fuente;F1891;;;;;
campovx_03_vector;784;;;;;
campovx_11_fuente;F1879;;;;;
campovx_03_vector;785;;;;;
campovx_11_fuente;F1879;;;;;
campovx_03_vector;795;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;796;;;;;
campovx_11_fuente;Nómina Pescadores Artesanales (PESCA_ARTESANAL.DAT);;;;;
campovx_03_vector;797;;;;;
campovx_11_fuente;Nómina Pescadores Artesanales (PESCA_ARTESANAL.DAT);;;;;
campovx_03_vector;798;;;;;
campovx_11_fuente;Aplicación Pago Diferido;;;;;
campovx_03_vector;799;;;;;
campovx_11_fuente;Aplicación Pago Diferido;;;;;
campovx_03_vector;807;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;808;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;809;;;;;
campovx_11_fuente;F1896;;;;;
campovx_03_vector;810;;;;;
campovx_11_fuente;F1896;Avaluaciones;;;;
campovx_03_vector;811;;;;;
campovx_11_fuente;Avaluaciones;F1835;;;;
campovx_03_vector;812;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;813;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;814;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;816;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;817;;;;;
campovx_11_fuente;BHE;;;;;
campovx_03_vector;818;;;;;
campovx_11_fuente;F1862;;;;;
campovx_03_vector;819;;;;;
campovx_11_fuente;F1862;;;;;
campovx_03_vector;820;;;;;
campovx_11_fuente;F1862;;;;;
campovx_03_vector;821;;;;;
campovx_11_fuente;F1862;;;;;
campovx_03_vector;822;;;;;
campovx_11_fuente;F1811;;;;;
campovx_03_vector;825;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;826;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;827;;;;;
campovx_11_fuente;BHE;Timbraje de Documentos;;;;
campovx_03_vector;828;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;829;;;;;
campovx_11_fuente;F1879;Validaciones DDJJ;Vector RentaRut2;;;
campovx_03_vector;830;;;;;
campovx_11_fuente;F1879;Validaciones DDJJ;;;;
campovx_03_vector;831;;;;;
campovx_11_fuente;Avaluaciones;;;;;
campovx_03_vector;835;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;836;;;;;
campovx_11_fuente;Timbraje de Documento;;;;;
campovx_03_vector;837;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;849;;;;;
campovx_11_fuente;F22;Vector Renta;CVC;;;
campovx_03_vector;850;;;;;
campovx_11_fuente;CVC;Vector Renta;;;;
campovx_03_vector;851;;;;;
campovx_11_fuente;F1879;;;;;
campovx_03_vector;852;;;;;
campovx_11_fuente;F1879;Prevector;;;;
campovx_03_vector;854;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;855;;;;;
campovx_11_fuente;Validaciones DDJJ;;;;;
campovx_03_vector;856;;;;;
campovx_11_fuente;F1879;;;;;
campovx_03_vector;857;;;;;
campovx_11_fuente;F1879;;;;;
campovx_03_vector;860;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;861;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;862;;;;;
campovx_11_fuente;F1879;;;;;
campovx_03_vector;864;;;;;
campovx_11_fuente;Nómina RUT Observados traspasado a Selectiva;;;;;
campovx_03_vector;865;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;866;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;867;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;868;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;869;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;870;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;872;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;873;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;874;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;875;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;876;;;;;
campovx_11_fuente;Vx;;;;;
campovx_03_vector;877;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;899;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;900;;;;;
campovx_11_fuente;Nómina Presencia Bursátil de Acciones en Bolsa (ACCIONES.DAT);F1891;;;;
campovx_03_vector;901;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);Nómina Proyectos Donaciones Sociales en Revisión (PROYECTODONSOCIAL.DAT);;;;
campovx_03_vector;902;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);Nómina Proyectos Donaciones Sociales en Revisión (PROYECTODONSOCIAL.DAT);;;;
campovx_03_vector;903;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_03_vector;908;;;;;
campovx_11_fuente;F1822;;;;;
campovx_03_vector;909;;;;;
campovx_11_fuente;F22;CVC;F1822;;;
campovx_03_vector;919;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;920;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;934;;;;;
campovx_11_fuente;F22;CVC;F1890;;;
campovx_03_vector;936;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;939;;;;;
campovx_11_fuente;RIAC;;;;;
campovx_03_vector;954;;;;;
campovx_11_fuente;F1822;;;;;
campovx_03_vector;958;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;959;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;960;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;961;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;968;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;971;;;;;
campovx_11_fuente;F1812;F1887;CVC;;;
campovx_03_vector;972;;;;;
campovx_11_fuente;Vector Renta;CVC;F1890;;;
campovx_03_vector;973;;;;;
campovx_11_fuente;F1890;;;;;
campovx_03_vector;974;;;;;
campovx_11_fuente;F1890;;;;;
campovx_03_vector;975;;;;;
campovx_11_fuente;F1890;;;;;
campovx_03_vector;976;;;;;
campovx_11_fuente;CVC;Vector Renta;;;;
campovx_03_vector;977;;;;;
campovx_11_fuente;F1890;;;;;
campovx_03_vector;978;;;;;
campovx_11_fuente;Vector Renta;CVC;F1894;;;
campovx_03_vector;979;;;;;
campovx_11_fuente;F1894;;;;;
campovx_03_vector;980;;;;;
campovx_11_fuente;F1890;;;;;
campovx_03_vector;985;;;;;
campovx_11_fuente;F1890;;;;;
campovx_03_vector;986;;;;;
campovx_11_fuente;F1811;;;;;
campovx_03_vector;992;;;;;
campovx_11_fuente;Vector Renta;CVC;F1890;;;
campovx_03_vector;993;;;;;
campovx_11_fuente;F22;CVC;F1890;Vector Renta;;
campovx_03_vector;995;;;;;
campovx_11_fuente;Vector Renta;CVC;F1890;;;
campovx_03_vector;1009;;;;;
campovx_11_fuente;Vector Renta;CVC;;;;
campovx_03_vector;1010;;;;;
campovx_11_fuente;Vector Renta;CVC;F1890;;;
campovx_03_vector;1011;;;;;
campovx_11_fuente;Vector Renta;CVC;F1890;;;
campovx_03_vector;1012;;;;;
campovx_11_fuente;F1890;;;;;
campovx_03_vector;1013;;;;;
campovx_11_fuente;Vector Renta;CVC;F1890;;;
campovx_03_vector;1014;;;;;
campovx_11_fuente;Vector Renta;CVC;F1890;;;
campovx_03_vector;1015;;;;;
campovx_11_fuente;Vector Renta;CVC;F1890;;;
campovx_03_vector;1016;;;;;
campovx_11_fuente;Vector Renta;CVC;F1890;;;
campovx_03_vector;1018;;;;;
campovx_11_fuente;F22;CVC;Vx011017;;;
campovx_03_vector;1019;;;;;
campovx_11_fuente;Vector Renta;F22;CVC;;;
campovx_03_vector;1020;;;;;
campovx_11_fuente;F22;Vector Renta;CVC;;;
campovx_03_vector;1023;;;;;
campovx_11_fuente;F22;Vector Renta;CVC;;;
campovx_03_vector;1027;;;;;
campovx_11_fuente;F1823;F1888;;;;
campovx_03_vector;1028;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1031;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1032;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1033;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1034;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1035;;;;;
campovx_11_fuente;Avaluaciones;F1897;;;;
campovx_03_vector;1038;;;;;
campovx_11_fuente;F22;CVC;F1822;Vector Renta;;
campovx_03_vector;1041;;;;;
campovx_11_fuente;F22;CVC;F1822;Vector Renta;;
campovx_03_vector;1044;;;;;
campovx_11_fuente;Nómina de Naves Marítimas (o Artefacto Naval) (TRANSFERENCIA_NAVES.DAT);Tabla de Moneda;Tabla de Cambios;;;
campovx_03_vector;1045;;;;;
campovx_11_fuente;Nómina de Inscripción y Transferencias de Aeronaves (TRANSFERENCIA_AERONAVES.DAT);Tabla de Moneda;Tabla de Cambios;;;
campovx_03_vector;1046;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1047;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1050;;;;;
campovx_11_fuente;Avaluaciones;F1897;;;;
campovx_03_vector;1051;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1052;;;;;
campovx_11_fuente;Avaluaciones;F1897;;;;
campovx_03_vector;1053;;;;;
campovx_11_fuente;Avaluaciones;F1897;;;;
campovx_03_vector;1054;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1055;;;;;
campovx_11_fuente;F22;Nómina Renta efectiva agricultores, mineros y transportistas (CAMT.DAT);RIAC;Avaluaciones;;
campovx_03_vector;1057;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1058;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1060;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1061;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1068;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1070;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1078;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1081;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1083;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1084;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1085;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);;;;;
campovx_03_vector;1086;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1088;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1089;;;;;
campovx_11_fuente;F22bis;;;;;
campovx_03_vector;1090;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1091;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1092;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1093;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1094;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1095;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1096;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1097;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1098;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1099;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1100;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1103;;;;;
campovx_11_fuente;F1895AT-1;;;;;
campovx_03_vector;1104;;;;;
campovx_11_fuente;F1895AT-1;;;;;
campovx_03_vector;1105;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1106;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1107;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1108;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1109;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1110;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1111;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1112;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1113;;;;;
campovx_11_fuente;Nómina SDF;;;;;
campovx_03_vector;1116;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1117;;;;;
campovx_11_fuente;F1895AT-1;;;;;
campovx_03_vector;1118;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1119;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1120;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1121;;;;;
campovx_11_fuente;CVCAT-1;Vector Renta;F22Sociedad_AT-1;AvaluacionesAT-1;F1897Sociedad_AT-1 y F1897Sociedad_AT-2 y F1897Sociedad_AT-3;
campovx_03_vector;1122;;;;;
campovx_11_fuente;CVCAT-1;Vector Renta;F22Sociedad_AT-1;AvaluacionesAT-1;F1897Sociedad_AT-1 y F1897Sociedad_AT-2 y F1897Sociedad_AT-3;
campovx_03_vector;1123;;;;;
campovx_11_fuente;F22;CVC;Vector Renta;;;
campovx_03_vector;1124;;;;;
campovx_11_fuente;F22;CVC;Vector Renta;;;
campovx_03_vector;1125;;;;;
campovx_11_fuente;F22;CVC;Vector Renta;;;
campovx_03_vector;1126;;;;;
campovx_11_fuente;F22;CVC;Vector Renta;;;
campovx_03_vector;1127;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1128;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1129;;;;;
campovx_11_fuente;F22;CVC;Vector Renta;;;
campovx_03_vector;1130;;;;;
campovx_11_fuente;Nómina entregada por Fiscalización;;;;;
campovx_03_vector;1131;;;;;
campovx_11_fuente;F1895AT-1;;;;;
campovx_03_vector;1134;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1135;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1136;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1139;;;;;
campovx_11_fuente;CVC;F22Sociedad;Avaluaciones;F1897AT, F1897AT-1, F1897AT-2 y F1897AT-3;;
campovx_03_vector;1140;;;;;
campovx_11_fuente;CVC;Avaluaciones;F1897;;;
campovx_03_vector;1141;;;;;
campovx_11_fuente;Avaluaciones;F1897;;;;
campovx_03_vector;1142;;;;;
campovx_11_fuente;Avaluaciones;F1897;;;;
campovx_03_vector;1143;;;;;
campovx_11_fuente;Avaluaciones;F1897;;;;
campovx_03_vector;1144;;;;;
campovx_11_fuente;Nómina RUT en auditoría Selectiva S02;;;;;
campovx_03_vector;1145;;;;;
campovx_11_fuente;Avaluaciones;F1897;;;;
campovx_03_vector;1146;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1147;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;1148;;;;;
campovx_11_fuente;F1812;;;;;
campovx_03_vector;1149;;;;;
campovx_11_fuente;F1899;;;;;
campovx_03_vector;1150;;;;;
campovx_11_fuente;F1899;;;;;
campovx_03_vector;1151;;;;;
campovx_11_fuente;F1899;;;;;
campovx_03_vector;1152;;;;;
campovx_11_fuente;F1899;;;;;
campovx_03_vector;1153;;;;;
campovx_11_fuente;F1899;;;;;
campovx_03_vector;1154;;;;;
campovx_11_fuente;F1899;;;;;
campovx_03_vector;1155;;;;;
campovx_11_fuente;F1899;;;;;
campovx_03_vector;1156;;;;;
campovx_11_fuente;F1899;;;;;
campovx_03_vector;1157;;;;;
campovx_11_fuente;F1899;;;;;
campovx_03_vector;1158;;;;;
campovx_11_fuente;F1871;;;;;
campovx_03_vector;1159;;;;;
campovx_11_fuente;CVC;F22Sociedad;Vector Renta;;;
campovx_03_vector;1164;;;;;
campovx_11_fuente;Nómina Donaciones Para Fines Deportivos (DEPORTIVOS.DAT);Nómina Proyectos Deportivos aprobados por el SII (PROYAPROBADO.DAT);;;;
campovx_03_vector;1165;;;;;
campovx_11_fuente;Nómina Donaciones Para Fines Deportivos (DEPORTIVOS.DAT);Nómina Proyectos Deportivos Aprobados por el SII (PROYAPROBADO.DAT);;;;
campovx_03_vector;1166;;;;;
campovx_11_fuente;Nómina Donaciones Para Fines Deportivos (DEPORTIVOS.DAT);Nómina Proyectos Deportivos Aprobados por el SII (PROYAPROBADO.DAT);;;;
campovx_03_vector;1167;;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_03_vector;1168;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1169;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1170;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1178;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1179;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1180;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1181;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1182;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1183;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1184;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1185;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1186;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1187;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1188;;;;;
campovx_11_fuente;FISCALIZACIÓN;;;;;
campovx_03_vector;1189;;;;;
campovx_11_fuente;F22;Vector Renta;;;;
campovx_03_vector;1190;;;;;
campovx_11_fuente;F1899;;;;;
campovx_03_vector;1191;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1192;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1193;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1195;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1196;;;;;
campovx_11_fuente;nómina de eventos de capital DCV;;;;;
campovx_03_vector;1197;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_03_vector;1198;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1199;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;1200;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;1201;;;;;
campovx_11_fuente;RIAC, F22;;;;;
campovx_03_vector;1205;;;;;
campovx_11_fuente;RIAC, F22;;;;;
campovx_03_vector;1210;;;;;
campovx_11_fuente;Vx;;;;;
campovx_03_vector;1211;;;;;
campovx_11_fuente;Vx;;;;;
campovx_03_vector;1212;;;;;
campovx_11_fuente;RIAC, F22;;;;;
campovx_03_vector;1213;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1214;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1215;;;;;
campovx_11_fuente;RIAC, F22;;;;;
campovx_03_vector;1217;;;;;
campovx_11_fuente;RIAC, F22, Vx;;;;;
campovx_03_vector;1218;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1224;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_03_vector;1225;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_03_vector;1227;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1228;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1229;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1230;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1231;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_03_vector;1232;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_03_vector;1234;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);F22;;;;
campovx_03_vector;1235;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);F22;;;;
campovx_03_vector;1237;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_03_vector;1238;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_03_vector;1239;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_03_vector;1240;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_03_vector;1241;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_03_vector;1242;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_03_vector;1247;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_03_vector;1248;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1249;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1250;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1251;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_03_vector;1252;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_03_vector;1255;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1256;;;;;
campovx_11_fuente;F1879;;;;;
campovx_03_vector;1257;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;1258;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;1259;;;;;
campovx_11_fuente;F1889;;;;;
campovx_03_vector;1260;;;;;
campovx_11_fuente;F1889;;;;;
campovx_03_vector;1261;;;;;
campovx_11_fuente;F3324;;;;;
campovx_03_vector;1262;;;;;
campovx_11_fuente;Avaluaciones;;;;;
campovx_03_vector;1263;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1264;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1265;;;;;
campovx_11_fuente;Departamento De Atención y Asistencia De Contribuyentes;;;;;
campovx_03_vector;1266;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_03_vector;1267;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_03_vector;1268;;;;;
campovx_11_fuente;Nómina Subdirección de Fiscalización (Nómina Donaciones Vx011268);;;;;
campovx_03_vector;1269;;;;;
campovx_11_fuente;Nómina subdirección de fiscalización;;;;;
campovx_03_vector;1270;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1271;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1272;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1273;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1274;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1275;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1276;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1277;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1278;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1279;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1280;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1281;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1282;;;;;
